1.1746,4.7575
0.54486,4.3767
1.0924,6.0247
0.1116,3.6823
1.2227,6.2114
0.12554,1.4829
1.5431,2.0761
0.26428,0.8319
1.1798,3.093
1.405,0.64847
1.0478,2.5437
0.70427,5.8
1.3235,0.11975
1.3047,1.8917
0.64581,3.788
1.2471,4.7919
1.5545,5.7474
0.3702,3.9179
0.82264,4.6222
1.1831,2.3727
0.44711,2.5388
0.86761,2.2896
0.027063,3.6626
1.4947,3.6765
0.57794,4.2656
0.88766,2.2036
1.5631,6.1215
1.0076,1.3981
1.0666,2.8271
1.3322,2.0564
1.5321,4.5115
0.85261,6.0941
0.71585,2.7065
0.30279,4.8641
1.061,5.3503
0.43076,5.0589
0.86451,2.5425
0.15828,1.6532
1.3192,1.4235
1.1345,3.9477
0.03151,3.9494
0.11942,3.3729
0.68657,0.27424
1.1654,3.1822
1.1032,5.2885
0.37371,1.837
0.80946,4.7181
1.1847,5.9948
0.094506,4.5932
0.047042,1.1814
1.4066,3.4197
1.2838,0.84478
0.25588,2.6642
1.2039,3.5796
0.70132,4.5747
1.4899,5.5098
0.76518,2.437
1.0816,5.0326
0.6041,3.563
0.60429,3.2961
1.3423,1.0754
0.44887,2.7014
0.25788,0.66946
0.95202,4.7122
1.0454,1.097
0.24822,5.3451
0.16491,2.177
0.65547,2.8317
1.3519,2.0891
0.66206,4.5198
0.42294,1.4687
0.74247,0.19208
1.1933,2.6394
0.76623,4.8994
0.69851,1.3633
1.4347,4.9768
0.19461,1.7525
0.55492,6.0389
0.82597,0.29193
0.47014,0.50783
0.60326,5.6849
1.3453,3.4924
1.0095,1.3891
1.011,3.2112
1.4308,3.5237
0.027089,0.86252
0.58451,3.056
0.0085813,6.2203
1.3363,1.008
1.1431,2.5797
1.0662,4.3257
0.222,5.3034
1.2107,0.45303
0.95733,5.1016
0.63659,2.3749
1.5128,2.3381
0.78881,3.5743
0.10406,3.2156
0.22345,2.107
0.78227,3.317
0.52216,2.2207
0.99774,1.7106
0.23068,5.3467
1.1629,2.9241
1.48,4.1719
0.1053,4.0476
0.48624,2.658
1.1442,6.2759
0.48604,0.88393
0.81796,5.2051
0.68681,0.12123
0.087846,3.042
0.46638,4.374
1.1342,0.073451
0.50989,5.3259
1.4898,0.99658
0.99774,6.1762
1.1812,2.289
1.4731,5.6436
0.9762,3.7217
1.3601,1.595
0.61719,1.7109
1.3596,0.86289
0.05763,6.1202
1.0546,4.1256
1.2671,0.057789
0.17512,2.5718
1.2178,1.3636
1.0545,3.9426
0.14977,4.1998
0.086767,4.853
1.4305,4.0692
0.34564,0.62699
1.5152,2.5672
0.49625,1.1412
0.93258,1.3537
1.1457,5.258
1.0459,1.0536
0.39121,2.826
0.81034,2.1854
0.018697,0.42473
0.42163,5.2559
1.2459,6.19
1.403,2.7537
0.065496,0.37461
0.68592,3.0317
1.2958,3.842
1.1409,4.1579
1.3128,3.1896
0.72228,3.9984
0.74354,1.3977
0.68169,1.067
0.70717,3.3391
0.17792,3.7685
0.60316,1.1571
0.63161,2.7713
0.77826,6.0736
0.9322,5.9757
0.23101,5.5889
0.39582,2.4389
1.1674,0.47611
1.3686,4.1876
0.96007,5.7849
0.13911,5.9421
1.2719,3.8934
0.027206,4.0322
0.48187,4.4135
0.5735,2.0848
1.0278,5.8977
0.30952,5.7141
0.052184,4.4499
0.7602,5.5983
0.16709,0.48334
1.2675,3.0163
0.42173,3.8164
1.5298,4.0716
0.062642,0.016548
1.0676,1.9979
0.84466,3.018
0.50567,6.1394
0.10013,4.7599
1.1421,0.40178
1.1374,1.3818
0.5312,5.8149
0.8342,1.4363
0.84966,2.2447
0.36368,0.91118
0.40457,3.5501
1.5469,1.101
0.67616,1.5165
1.1517,0.74695
0.57367,3.1555
0.038894,3.4814
0.32314,4.8347
1.5551,0.012441
0.6257,6.1684
0.5647,4.3553
0.132,2.2904
0.19005,4.0851
0.84557,6.0893
1.4352,4.0591
0.41481,0.51137
1.4753,4.8503
0.9136,4.393
0.83486,2.6393
0.95448,4.9422
1.23,1.6873
0.36497,4.2983
0.028867,1.1498
1.2781,6.1526
0.13366,5.4828
